State	NPA-NXX	Ocn 	Company                                                     	RateCenter 	EffectiveDate	Use	AssignDate	Initial/Growth File Updated 01/16/2012
VA 	703-979	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-980	4036	"NEW CINGULAR WIRELESS PCS, LLC - DC"                       	WSNGTNZN08 	          	AS	          	  
VA 	703-981	6855	"OMNIPOINT COMMUNICATIONS CAP OPERATIONS, LLC"              	WSNGTNZN17 	          	AS	          	  
VA 	703-982	7529	"TELEPORT COMMUNICATIONS GROUP, INC. - DC"                  	LORTON     	          	AS	04/30/2004	I 
VA 	703-983	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	10/21/2004	G 
VA 	703-984	9213	"VERIZON VIRGINIA, INC."                                    	HERNDON    	          	AS	06/02/2004	G 
VA 	703-985	0233	"VERIZON SOUTH INC.-VA (CONTEL)"                            	TRIANGLE   	          	AS	10/19/2005	G 
VA 	703-986	7529	"TELEPORT COMMUNICATIONS GROUP, INC. - DC"                  	DALE CITY  	          	AS	          	  
VA 	703-987	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	OCCOQUAN   	          	AS	          	  
VA 	703-988	9213	"VERIZON VIRGINIA, INC."                                    	BRADDOCK   	          	AS	          	  
VA 	703-989	4036	"NEW CINGULAR WIRELESS PCS, LLC - DC"                       	WSNGTNZN08 	          	AS	          	  
VA 	703-990	    	                                                            	           	          	UA	          	  
VA 	703-991	4970	"GLOBAL NAPS, INC. DBA GLOBAL NAPS SOUTH, INC. - VA"        	WSNGTNZN19 	          	AS	          	  
VA 	703-992	7189	"COX VIRGINIA TELCOM, INC. - VA"                            	WSNGTNZN17 	          	AS	          	  
VA 	703-993	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-994	8825	"LEVEL 3 COMMUNICATIONS, LLC - VA"                          	HERNDON    	          	AS	          	  
VA 	703-995	7238	"MCI WORLDCOM COMMUNICATIONS, INC. - VA"                    	WSNGTNZN19 	          	AS	          	  
VA 	703-996	0233	"VERIZON SOUTH INC.-VA (CONTEL)"                            	DULLES     	          	AS	          	  
VA 	703-997	4970	"GLOBAL NAPS, INC. DBA GLOBAL NAPS SOUTH, INC. - VA"        	WSNGTNZN08 	          	AS	          	  
VA 	703-998	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-999	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	LEESBURG   	          	AS	11/21/2001	I 
VA 	757-200	4725	"CAVALIER TELEPHONE, LLC"                                   	NRFOLKZON2 	          	AS	01/25/2001	G 
VA 	757-201	7229	"MCIMETRO ACCESS TRANSMISSION SERVICES LLC"                 	NRFOLKZON2 	          	AS	07/28/2004	I 
VA 	757-202	6664	"SPRINT SPECTRUM L.P."                                      	NRFOLKZON2 	          	AS	11/15/2006	G 
VA 	757-203	7189	"COX VIRGINIA TELCOM, INC. - VA"                            	NRFOLKZON3 	          	AS	          	  
VA 	757-204	7189	"COX VIRGINIA TELCOM, INC. - VA"                            	NRFOLKZON6 	          	AS	          	  
VA 	757-206	6664	"SPRINT SPECTRUM L.P."                                      	WILLIAMSBG 	          	AS	          	  
VA 	757-207	6664	"SPRINT SPECTRUM L.P."                                      	WILLIAMSBG 	          	AS	          	  
VA 	757-208	6664	"SPRINT SPECTRUM L.P."                                      	WILLIAMSBG 	          	AS	          	  
VA 	757-209	6664	"SPRINT SPECTRUM L.P."                                      	WILLIAMSBG 	          	AS	          	  
VA 	757-211	    	                                                            	           	          	UA	          	  
VA 	757-213	8357	"US LEC OF VIRGINIA, LLC"                                   	NRFOLKZON2 	          	AS	          	  
VA 	757-214	5832	"CORETEL VIRGINIA, LLC - VA"                                	NRFOLKZON1 	          	AS	09/20/2004	I 
VA 	757-215	8357	"US LEC OF VIRGINIA, LLC"                                   	NRFOLKZON3 	          	AS	          	  
VA 	757-216	7529	"TELEPORT COMMUNICATIONS GROUP, INC. - DC"                  	NRFOLKZON2 	          	AS	          	  
VA 	757-217	8357	"US LEC OF VIRGINIA, LLC"                                   	NRFOLKZON2 	          	AS	          	  
VA 	757-218	6664	"SPRINT SPECTRUM L.P."                                      	NWPTNWSZN1 	          	AS	          	  
VA 	757-219	0233	"VERIZON SOUTH INC.-VA (CONTEL)"                            	NRFOLKZON4 	          	AS	          	  
VA 	757-220	9213	"VERIZON VIRGINIA, INC."                                    	WILLIAMSBG 	          	AS	          	  
VA 	757-221	9213	"VERIZON VIRGINIA, INC."                                    	WILLIAMSBG 	          	AS	          	  
VA 	757-222	7189	"COX VIRGINIA TELCOM, INC. - VA"                            	NRFOLKZON2 	          	AS	          	  
VA 	757-223	7189	"COX VIRGINIA TELCOM, INC. - VA"                            	NWPTNWSZN1 	          	AS	          	  
VA 	757-224	7189	"COX VIRGINIA TELCOM, INC. - VA"                            	NWPTNWSZN2 	          	AS	          	  
VA 	757-225	7189	"COX VIRGINIA TELCOM, INC. - VA"                            	NWPTNWSZN2 	          	AS	          	  
VA 	757-226	7189	"COX VIRGINIA TELCOM, INC. - VA"                            	NRFOLKZON2 	          	AS	          	  
VA 	757-227	7189	"COX VIRGINIA TELCOM, INC. - VA"                            	NRFOLKZON2 	          	AS	          	  
VA 	757-228	7189	"COX VIRGINIA TELCOM, INC. - VA"                            	NRFOLKZON2 	          	AS	          	  
VA 	757-229	9213	"VERIZON VIRGINIA, INC."                                    	WILLIAMSBG 	          	AS	          	  
VA 	757-231	4725	"CAVALIER TELEPHONE, LLC"                                   	NWPTNWSZN4 	          	AS	          	  
VA 	757-232	4860	"TELCOVE OF VIRGINIA, LLC - VA"                             	NWPTNWSZN1 	          	AS	          	  
VA 	757-233	7189	"COX VIRGINIA TELCOM, INC. - VA"                            	NRFOLKZON2 	          	AS	          	  
VA 	757-234	7189	"COX VIRGINIA TELCOM, INC. - VA"                            	NWPTNWSZN3 	          	AS	          	  
VA 	757-235	6822	"VIRGINIA PCS ALLIANCE, L.C."                               	NRFOLKZON2 	          	AS	          	  
VA 	757-236	6822	"VIRGINIA PCS ALLIANCE, L.C."                               	NWPTNWSZN3 	          	AS	          	  
VA 	757-237	6822	"VIRGINIA PCS ALLIANCE, L.C."                               	NRFOLKZON2 	          	AS	          	  
VA 	757-238	0233	"VERIZON SOUTH INC.-VA (CONTEL)"                            	CRITTENDEN 	          	AS	          	  
VA 	757-239	6822	"VIRGINIA PCS ALLIANCE, L.C."                               	CRITTENDEN 	          	AS	          	  
VA 	757-240	7189	"COX VIRGINIA TELCOM, INC. - VA"                            	NWPTNWSZN1 	          	AS	          	  
VA 	757-241	6822	"VIRGINIA PCS ALLIANCE, L.C."                               	WINDSOR    	          	AS	          	  
VA 	757-242	0233	"VERIZON SOUTH INC.-VA (CONTEL)"                            	WINDSOR    	          	AS	          	  
VA 	757-243	4725	"CAVALIER TELEPHONE, LLC"                                   	NWPTNWSZN3 	          	AS	          	  
VA 	757-244	9213	"VERIZON VIRGINIA, INC."                                    	NWPTNWSZN1 	          	AS	          	  
VA 	757-245	9213	"VERIZON VIRGINIA, INC."                                    	NWPTNWSZN1 	          	AS	          	  
VA 	757-246	4725	"CAVALIER TELEPHONE, LLC"                                   	NWPTNWSZN1 	          	AS	          	  
VA 	757-247	9213	"VERIZON VIRGINIA, INC."                                    	NWPTNWSZN1 	          	AS	          	  
VA 	757-248	4725	"CAVALIER TELEPHONE, LLC"                                   	NRFOLKZON2 	          	AS	          	  
VA 	757-249	9213	"VERIZON VIRGINIA, INC."                                    	NWPTNWSZN3 	          	AS	          	  
VA 	757-250	4725	"CAVALIER TELEPHONE, LLC"                                   	TOANO      	          	AS	          	  
VA 	757-251	4860	"TELCOVE OF VIRGINIA, LLC - VA"                             	NWPTNWSZN2 	          	AS	          	  
VA 	757-252	7189	"COX VIRGINIA TELCOM, INC. - VA"                            	NRFOLKZON2 	          	AS	10/31/2007	G 
VA 	757-253	9213	"VERIZON VIRGINIA, INC."                                    	WILLIAMSBG 	          	AS	          	  
VA 	757-254	4036	"NEW CINGULAR WIRELESS PCS, LLC - DC"                       	NWPTNWSZN3 	          	AS	          	  
VA 	757-255	0233	"VERIZON SOUTH INC.-VA (CONTEL)"                            	CHUCKATUCK 	          	AS	          	  
VA 	757-256	4860	"TELCOVE OF VIRGINIA, LLC - VA"                             	NWPTNWSZN3 	          	AS	          	  
VA 	757-257	4860	"TELCOVE OF VIRGINIA, LLC - VA"                             	NRFOLKZON1 	          	AS	01/28/2004	G 
VA 	757-258	9213	"VERIZON VIRGINIA, INC."                                    	WILLIAMSBG 	          	AS	          	  
VA 	757-259	9213	"VERIZON VIRGINIA, INC."                                    	WILLIAMSBG 	          	AS	          	  
VA 	757-261	7189	"COX VIRGINIA TELCOM, INC. - VA"                            	NRFOLKZON4 	          	AS	01/31/2006	G 
VA 	757-262	9213	"VERIZON VIRGINIA, INC."                                    	NWPTNWSZN2 	          	AS	          	  
VA 	757-263	0233	"VERIZON SOUTH INC.-VA (CONTEL)"                            	NRFOLKZON4 	          	AS	          	  
VA 	757-265	4725	"CAVALIER TELEPHONE, LLC"                                   	NWPTNWSZN2 	          	AS	          	  
VA 	757-267	0233	"VERIZON SOUTH INC.-VA (CONTEL)"                            	DENDRON    	          	AS	          	  
VA 	757-268	9213	"VERIZON VIRGINIA, INC."                                    	NWPTNWSZN2 	          	AS	          	  
VA 	757-269	9213	"VERIZON VIRGINIA, INC."                                    	NWPTNWSZN3 	          	AS	          	  
VA 	757-270	6664	"SPRINT SPECTRUM L.P."                                      	NRFOLKZON2 	          	AS	          	  
VA 	757-271	4860	"TELCOVE OF VIRGINIA, LLC - VA"                             	NRFOLKZON2 	          	AS	          	  
VA 	757-272	4860	"TELCOVE OF VIRGINIA, LLC - VA"                             	NWPTNWSZN3 	          	AS	          	  
VA 	757-273	4860	"TELCOVE OF VIRGINIA, LLC - VA"                             	NWPTNWSZN1 	          	AS	          	  
VA 	757-274	4860	"TELCOVE OF VIRGINIA, LLC - VA"                             	NRFOLKZON2 	          	AS	          	  
VA 	757-275	4860	"TELCOVE OF VIRGINIA, LLC - VA"                             	NRFOLKZON2 	          	AS	          	  
VA 	757-276	8825	"LEVEL 3 COMMUNICATIONS, LLC - VA"                          	BOYKINS    	          	AS	08/30/2002	I 
VA 	757-277	4860	"TELCOVE OF VIRGINIA, LLC - VA"                             	NRFOLKZON1 	          	AS	          	  
VA 	757-278	6525	"MAP MOBILE COMMUNICATIONS, INC."                           	NRFOLKZON2 	          	AS	          	  
VA 	757-279	4725	"CAVALIER TELEPHONE, LLC"                                   	SMITHFIELD 	          	AS	          	  
VA 	757-280	4725	"CAVALIER TELEPHONE, LLC"                                   	SURRY      	          	AS	          	  
VA 	757-281	6855	"OMNIPOINT COMMUNICATIONS CAP OPERATIONS, LLC"              	NWPTNWSZN1 	          	AS	06/12/2009	G 
VA 	757-282	4860	"TELCOVE OF VIRGINIA, LLC - VA"                             	NRFOLKZON2 	          	AS	          	  
VA 	757-283	4725	"CAVALIER TELEPHONE, LLC"                                   	NWPTNWSZN3 	          	AS	          	  
VA 	757-284	4860	"TELCOVE OF VIRGINIA, LLC - VA"                             	NRFOLKZON2 	          	AS	          	  
VA 	757-285	4036	"NEW CINGULAR WIRELESS PCS, LLC - DC"                       	NRFOLKZON2 	          	AS	          	  
VA 	757-286	4036	"NEW CINGULAR WIRELESS PCS, LLC - DC"                       	NRFOLKZON2 	          	AS	          	  
VA 	757-287	4036	"NEW CINGULAR WIRELESS PCS, LLC - DC"                       	NRFOLKZON2 	          	AS	          	  
VA 	757-288	4036	"NEW CINGULAR WIRELESS PCS, LLC - DC"                       	NRFOLKZON2 	          	AS	          	  
VA 	757-289	4036	"NEW CINGULAR WIRELESS PCS, LLC - DC"                       	NRFOLKZON2 	          	AS	          	  
VA 	757-291	4036	"NEW CINGULAR WIRELESS PCS, LLC - DC"                       	NWPTNWSZN3 	          	AS	          	  
VA 	757-292	4860	"TELCOVE OF VIRGINIA, LLC - VA"                             	NRFOLKZON3 	          	AS	          	  
VA 	757-293	4725	"CAVALIER TELEPHONE, LLC"                                   	WILLIAMSBG 	          	AS	          	  
VA 	757-294	0233	"VERIZON SOUTH INC.-VA (CONTEL)"                            	SURRY      	          	AS	          	  
VA 	757-295	4725	"CAVALIER TELEPHONE, LLC"                                   	NRFOLKZON3 	          	AS	          	  
VA 	757-296	4860	"TELCOVE OF VIRGINIA, LLC - VA"                             	NRFOLKZON6 	          	AS	          	  
VA 	757-297	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	NRFOLKZON3 	          	AS	05/20/2002	G 
VA 	757-298	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	NWPTNWSZN3 	          	AS	05/20/2002	G 
VA 	757-299	4860	"TELCOVE OF VIRGINIA, LLC - VA"                             	NRFOLKZON1 	          	AS	02/04/2004	G 
VA 	757-301	7189	"COX VIRGINIA TELCOM, INC. - VA"                            	NRFOLKZON4 	          	AS	          	  
VA 	757-302	9213	"VERIZON VIRGINIA, INC."                                    	ONANCOCK   	          	AS	          	  
VA 	757-303	6664	"SPRINT SPECTRUM L.P."                                      	NWPTNWSZN1 	          	AS	          	  
VA 	757-304	4036	"NEW CINGULAR WIRELESS PCS, LLC - DC"                       	FRANKLIN   	          	AS	          	  
VA 	757-305	6822	"VIRGINIA PCS ALLIANCE, L.C."                               	NRFOLKZON2 	          	AS	10/19/2001	I 
VA 	757-306	9213	"VERIZON VIRGINIA, INC."                                    	NRFOLKZON2 	          	AS	          	  
VA 	757-307	9213	"VERIZON VIRGINIA, INC."                                    	NRFOLKZON2 	          	AS	          	  
VA 	757-308	9213	"VERIZON VIRGINIA, INC."                                    	NRFOLKZON2 	          	AS	          	  
VA 	757-309	9213	"VERIZON VIRGINIA, INC."                                    	NRFOLKZON2 	          	AS	02/25/2005	G 
VA 	757-310	5832	"CORETEL VIRGINIA, LLC - VA"                                	NWPTNWSZN1 	          	AS	09/20/2004	I 
VA 	757-311	    	                                                            	           	          	UA	          	  
VA 	757-312	0233	"VERIZON SOUTH INC.-VA (CONTEL)"                            	NRFOLKZON1 	          	AS	          	  
VA 	757-313	4725	"CAVALIER TELEPHONE, LLC"                                   	NRFOLKZON2 	          	AS	          	  
VA 	757-314	9213	"VERIZON VIRGINIA, INC."                                    	NRFOLKZON2 	          	AS	          	  
